school,Room,Result,Sampler
Missisquoi Valley Uhs #7,Boys Locker Room Bath,0,vt
Missisquoi Valley Uhs #7,F2 Special Ed,0,vt
Missisquoi Valley Uhs #7,Section C Mens Bath,0,vt
Missisquoi Valley Uhs #7,Art Therapy,0,vt
Missisquoi Valley Uhs #7,Girls Locker Room Office,0,vt
Missisquoi Valley Uhs #7,Section F Hallway #3,0,vt
Missisquoi Valley Uhs #7,Section F Hallway #4,0,vt
Missisquoi Valley Uhs #7,Section A Special Ed Bath,0,vt
Missisquoi Valley Uhs #7,A44,0,vt
Missisquoi Valley Uhs #7,A31,0,vt
Missisquoi Valley Uhs #7,A35,0,vt
Missisquoi Valley Uhs #7,Section A Hallway,0,vt
Missisquoi Valley Uhs #7,Dishwashing Room,0,vt
Missisquoi Valley Uhs #7,A35a Office,0,vt
Missisquoi Valley Uhs #7,B19,0,vt
Missisquoi Valley Uhs #7,B21,0,vt
Missisquoi Valley Uhs #7,B26a,0,vt
Missisquoi Valley Uhs #7,B32,0,vt
Missisquoi Valley Uhs #7,B34,0,vt
Missisquoi Valley Uhs #7,B36,0,vt
Missisquoi Valley Uhs #7,B37,0,vt
Missisquoi Valley Uhs #7,B38,0,vt
Missisquoi Valley Uhs #7,B4,0,vt
Missisquoi Valley Uhs #7,Section B Admin Hallway,0,vt
Missisquoi Valley Uhs #7,Section B Hallway,0,vt
Missisquoi Valley Uhs #7,D27,0,vt
Missisquoi Valley Uhs #7,D2,6.8,vt
Missisquoi Valley Uhs #7,D22,0,vt
Missisquoi Valley Uhs #7,Section D Hallway,0,vt
Missisquoi Valley Uhs #7,E12,0,vt
Missisquoi Valley Uhs #7,E4,0,vt
Missisquoi Valley Uhs #7,Dressing Room - Band Side Storage,10,vt
Missisquoi Valley Uhs #7,Theater Hallway,10,vt
Missisquoi Valley Uhs #7,F3 Drivers Ed,0,vt
Missisquoi Valley Uhs #7,F6,0,vt
Missisquoi Valley Uhs #7,F7,0,vt
Missisquoi Valley Uhs #7,Section F Hallway,0,vt
Missisquoi Valley Uhs #7,F1 Gym Office,0,vt
Missisquoi Valley Uhs #7,F11 Band Room,0,vt
Missisquoi Valley Uhs #7,Weight Room,0,vt
Missisquoi Valley Uhs #7,A42,0,vt
Missisquoi Valley Uhs #7,Section H Secondary Building Hallway,0,vt
Missisquoi Valley Uhs #7,Section H / Secondary Building Office,7.3,vt
Missisquoi Valley Uhs #7,H2,0,vt
Missisquoi Valley Uhs #7,Shop,0,vt
Missisquoi Valley Uhs #7,Hallway to New Building,0,vt
Missisquoi Valley Uhs #7,Field Blank 1,0,vt
Missisquoi Valley Uhs #7,Field Blank 2,0,vt
Missisquoi Valley Uhs #7,Field Blank 3,0,vt
Missisquoi Valley Uhs #7,Ambient 1,0,vt
Missisquoi Valley Uhs #7,Ambient 2,0,vt
Missisquoi Valley Uhs #7,Ambient 3,0,vt
Missisquoi Valley Uhs #7,Old Boiler Room,20,vt
Missisquoi Valley Uhs #7,Shop,0,vt
Missisquoi Valley Uhs #7,Gym,0,vt
Missisquoi Valley Uhs #7,E12,0,vt
Missisquoi Valley Uhs #7,Library Office,0,vt
Missisquoi Valley Uhs #7,Section C Hallway,0,vt
Riverside School The,Library,0,vt
Riverside School The,West-Hall-1,0,vt
Riverside School The,Kitchen,0,vt
Riverside School The,Kitchen,0,vt
Riverside School The,DBR-2,0,vt
Riverside School The,Kindergarten,0,vt
Riverside School The,Kindergarten,0,vt
Riverside School The,Basement,0,vt
Riverside School The,UBR-1,0,vt
Riverside School The,Math,10,vt
Riverside School The,Storage-2A,11,vt
Riverside School The,Spanish,31,vt
Riverside School The,East-Stair,10,vt
Riverside School The,Attic-Storage,0,vt
Riverside School The,Granary,0,vt
Riverside School The,,0,vt
Morristown Elem Schools,1998 Corridor,0,vt
Morristown Elem Schools,Cafeteria,0,vt
Morristown Elem Schools,Kitchen,0,vt
Morristown Elem Schools,1340,0,vt
Morristown Elem Schools,1359,0,vt
Morristown Elem Schools,1357,0,vt
Morristown Elem Schools,1355,0,vt
Morristown Elem Schools,1363,0,vt
Morristown Elem Schools,1372,0,vt
Morristown Elem Schools,Music,0,vt
Morristown Elem Schools,1342,0,vt
Morristown Elem Schools,1374,0,vt
Morristown Elem Schools,MASP,0,vt
Morristown Elem Schools,18 Corridor 1,0,vt
Morristown Elem Schools,22,0,vt
Morristown Elem Schools,1370,0,vt
Morristown Elem Schools,2,0,vt
Morristown Elem Schools,1A,0,vt
Morristown Elem Schools,38,0,vt
Morristown Elem Schools,Electrical/Server Room,0,vt
Morristown Elem Schools,Boiler,0,vt
Morristown Elem Schools,40,0,vt
Morristown Elem Schools,41,0,vt
Morristown Elem Schools,58 Corridor 3,0,vt
Morristown Elem Schools,75 Vestibule NW,0,vt
Morristown Elem Schools,Library,0,vt
Morristown Elem Schools,1346,0,vt
Morristown Elem Schools,1360,0,vt
Morristown Elem Schools,26,0,vt
Morristown Elem Schools,39,0,vt
Morristown Elem Schools,Storage E,0,vt
Morristown Elem Schools,,0,vt
Morristown Elem Schools,,0,vt
Morristown Elem Schools,,0,vt
Morristown Elem Schools,Cafeteria,0,vt
Morristown Elem Schools,Library,0,vt
Fay Honey Knopp School Of The Park Street Program,Group-Room,0,vt
Fay Honey Knopp School Of The Park Street Program,Office-No.-9,0,vt
Fay Honey Knopp School Of The Park Street Program,Office-No.-5,0,vt
Fay Honey Knopp School Of The Park Street Program,Office-No.-3,0,vt
Fay Honey Knopp School Of The Park Street Program,Basement,0,vt
Fay Honey Knopp School Of The Park Street Program,Field-Blank,0,vt
Fay Honey Knopp School Of The Park Street Program,Kitchen,0,vt
Fay Honey Knopp School Of The Park Street Program,Office-No.-1,0,vt
Fay Honey Knopp School Of The Park Street Program,1st-Floor-Bathroom,0,vt
Fay Honey Knopp School Of The Park Street Program,Office-No.-4,0,vt
Fay Honey Knopp School Of The Park Street Program,Common-Area,0,vt
Fay Honey Knopp School Of The Park Street Program,Ambient,0,vt
Fay Honey Knopp School Of The Park Street Program,Wood-Shop,5,vt
Fay Honey Knopp School Of The Park Street Program,Wood-Shop,4.6,vt
Fay Honey Knopp School Of The Park Street Program,Main-classroom,8.7,vt
Fay Honey Knopp School Of The Park Street Program,Activity-Space-Vestibule,13,vt
Fay Honey Knopp School Of The Park Street Program,Class-Intervention-Space,15,vt
Fay Honey Knopp School Of The Park Street Program,Boiler-Room,13,vt
Fay Honey Knopp School Of The Park Street Program,Hallway,16,vt
Fay Honey Knopp School Of The Park Street Program,Bathroom,9.6,vt
Fay Honey Knopp School Of The Park Street Program,Small-Group-Classroom,11,vt
Sutton Village School,MS-5,0,vt
Sutton Village School,MS-5,0,vt
Sutton Village School,MS-4,0,vt
Sutton Village School,MS-2,0,vt
Sutton Village School,MS-2-BR,0,vt
Sutton Village School,MS-1,0,vt
Sutton Village School,Janitorial-Closet,0,vt
Sutton Village School,A2,0,vt
Sutton Village School,L1,0,vt
Sutton Village School,Boiler,0,vt
Sutton Village School,Connection-Point,0,vt
Sutton Village School,Ambient,0,vt
Sutton Village School,L3,0,vt
Sutton Village School,Hall-E-L,0,vt
Sutton Village School,E5-BR,0,vt
Sutton Village School,E6,0,vt
Sutton Village School,E6,0,vt
Sutton Village School,D2-Hall,0,vt
Sutton Village School,D3,0,vt
Sutton Village School,D1,0,vt
Sutton Village School,D1,0,vt
Sutton Village School,MS-1-BR,0,vt
Tinmouth Elementary School,"Main Building, Floor 1, Room 101",0,vt
Tinmouth Elementary School,"Main Building, Floor 1, Hallway",0,vt
Tinmouth Elementary School,"Main Building, Floor 1, Library",0,vt
Tinmouth Elementary School,"Main Building, Attic, Attic Storage",0,vt
Tinmouth Elementary School,"Main Building, Basement, Storage Room",0,vt
Tinmouth Elementary School,"Main Building, Basement, Custodians Office",0,vt
Tinmouth Elementary School,"Main Building, Basement, Custodians Office",0,vt
Tinmouth Elementary School,"Main Building, Basement, Stairwell",0,vt
Tinmouth Elementary School,,0,vt
Twin Valley Elementary,"132, Gym",540,vt
Twin Valley Elementary,"132, Gym",520,vt
Twin Valley Elementary,"149, Main office",280,vt
Twin Valley Elementary,"154, Technology office",440,vt
Twin Valley Elementary,"156, Library",180,vt
Twin Valley Elementary,190,150,vt
Twin Valley Elementary,191,460,vt
Twin Valley Elementary,Ambient,0,vt
Twin Valley Elementary,Field-Blank,0,vt
Twin Valley Elementary,Gym Stage,560,vt
Twin Valley Elementary,Mezzanine Gentlemen,2800,vt
Twin Valley Elementary,Mezzanine Ladies,2600,vt
Burke Town School,CP-1,0,vt
Burke Town School,CP-2,0,vt
Burke Town School,114A,0,vt
Burke Town School,116,0,vt
Burke Town School,121,0,vt
Burke Town School,122,0,vt
Burke Town School,122,0,vt
Burke Town School,120-BR,0,vt
Burke Town School,119,0,vt
Burke Town School,117,0,vt
Burke Town School,115B,0,vt
Burke Town School,Main Building Hall,0,vt
Burke Town School,Ambient,0,vt
Burke Town School,Gym/Stage,0,vt
Burke Town School,Gym/Stage,0,vt
Burke Town School,B217,0,vt
Burke Town School,B201,0,vt
Burke Town School,B202,0,vt
Burke Town School,B205,0,vt
Burke Town School,B207,0,vt
Burke Town School,B208-I,0,vt
Burke Town School,B210,0,vt
Burke Town School,B307,0,vt
Burke Town School,B311,0,vt
Burke Town School,B311-Storage,0,vt
Burke Town School,B3-2,0,vt
Burke Town School,B3-2,0,vt
Burke Town School,B3-1,0,vt
Burke Town School,B306,0,vt
Burke Town School,B401,0,vt
Burke Town School,B402-BR,0,vt
Malletts Bay School,Gym,0,vt
Malletts Bay School,Gym,0,vt
Malletts Bay School,Boiler,0,vt
Malletts Bay School,Lobby/Corridor,0,vt
Malletts Bay School,Toilet 8,0,vt
Malletts Bay School,118,0,vt
Malletts Bay School,120,0,vt
Malletts Bay School,115,0,vt
Malletts Bay School,122,0,vt
Malletts Bay School,Stage,0,vt
Malletts Bay School,Corridor 3,0,vt
Malletts Bay School,FD 2,0,vt
Malletts Bay School,Cafeteria ,0,vt
Malletts Bay School,Storage 6,0,vt
Malletts Bay School,Library,0,vt
Malletts Bay School,Library,0,vt
Malletts Bay School,140,0,vt
Malletts Bay School,142,0,vt
Malletts Bay School,Custodial,0,vt
Malletts Bay School,147,0,vt
Malletts Bay School,150,0,vt
Malletts Bay School,153,0,vt
Malletts Bay School,156,0,vt
Malletts Bay School,159,0,vt
Malletts Bay School,Corridor 1,0,vt
Malletts Bay School,Vest. 1,0,vt
Malletts Bay School,146A,0,vt
Malletts Bay School,161,0,vt
Malletts Bay School,166,0,vt
Malletts Bay School,162,8,vt
Malletts Bay School,Storage 2,15,vt
Malletts Bay School,133B,0,vt
Malletts Bay School,135A,0,vt
Malletts Bay School,137,0,vt
Malletts Bay School,168,0,vt
Malletts Bay School,Office 2a,0,vt
Malletts Bay School,PE Office,0,vt
Malletts Bay School,132,0,vt
Malletts Bay School,Lobby/Corridor,0,vt
Malletts Bay School,Corridor 2,0,vt
Malletts Bay School,Ambient,0,vt
Malletts Bay School,Ambient,0,vt
Malletts Bay School,Field Blank,0,vt
Malletts Bay School,Field Blank,0,vt
Folsom Ed And Community Ctr,116,0,vt
Folsom Ed And Community Ctr,115,0,vt
Folsom Ed And Community Ctr,Gym,0,vt
Folsom Ed And Community Ctr,Gym,0,vt
Folsom Ed And Community Ctr,Custodial,0,vt
Folsom Ed And Community Ctr,North Hall BR 1,0,vt
Folsom Ed And Community Ctr,Main Hall North,0,vt
Folsom Ed And Community Ctr,102,0,vt
Folsom Ed And Community Ctr,112,0,vt
Folsom Ed And Community Ctr,110,0,vt
Folsom Ed And Community Ctr,106,0,vt
Folsom Ed And Community Ctr,107,0,vt
Folsom Ed And Community Ctr,Library,0,vt
Folsom Ed And Community Ctr,Library,0,vt
Folsom Ed And Community Ctr,Library Stairs,0,vt
Folsom Ed And Community Ctr,202,0,vt
Folsom Ed And Community Ctr,Hall 200,0,vt
Folsom Ed And Community Ctr,Hall 200 Boys,0,vt
Folsom Ed And Community Ctr,203,0,vt
Folsom Ed And Community Ctr,203,0,vt
Folsom Ed And Community Ctr,3,0,vt
Folsom Ed And Community Ctr,1,0,vt
Folsom Ed And Community Ctr,,0,vt
Folsom Ed And Community Ctr,Gym BR Boys,0,vt
Folsom Ed And Community Ctr,001 Storage,0,vt
Folsom Ed And Community Ctr,001 Storage,0,vt
Folsom Ed And Community Ctr,Gym Office,0,vt
Folsom Ed And Community Ctr,Boiler,0,vt
Folsom Ed And Community Ctr,Boiler,0,vt
Folsom Ed And Community Ctr,,0,vt
Chamberlin School,12-BR,0,vt
Chamberlin School,12,0,vt
Chamberlin School,14/15-Project,0,vt
Chamberlin School,Classroom 14,2.9,vt
Chamberlin School,15-BR,0,vt
Chamberlin School,Room 11,0,vt
Chamberlin School,East Hall,3.5,vt
Chamberlin School,16-Project,0,vt
Chamberlin School,Gym Office,0,vt
Chamberlin School,FB,0,vt
Chamberlin School,Gym/Stage,3.2,vt
Chamberlin School,25,0,vt
Chamberlin School,Data Room,0,vt
Chamberlin School,Resource Room,0,vt
Chamberlin School,Carpet Hall,0,vt
Chamberlin School,Carpet Hall,0,vt
Chamberlin School,Custodial Office,0,vt
Chamberlin School,Custodial Closet,0,vt
Chamberlin School,Gym Storage,0,vt
Chamberlin School,10-BR,0,vt
Chamberlin School,5,0,vt
Chamberlin School,6-BR,2.9,vt
Chamberlin School,6/7-Project,0,vt
Chamberlin School,8,0,vt
Chamberlin School,20/21-Project,2.9,vt
Chamberlin School,20,2.2,vt
Chamberlin School,22-Project,0,vt
Chamberlin School,Library,0,vt
Chamberlin School,Library,0,vt
Chamberlin School,Library English Office,0,vt
Chamberlin School,Library Office,2.4,vt
Chamberlin School,Library Storage,0,vt
Chamberlin School,18/19-Project,3.3,vt
Chamberlin School,Resource Room 3,0,vt
Chamberlin School,Library Hall,2.9,vt
Chamberlin School,17B,2.7,vt
Chamberlin School,17,2.5,vt
Chamberlin School,N. Hall Boy's BR,42,vt
Chamberlin School,Boiler Room,0,vt
Chamberlin School,24-Music,0,vt
Chamberlin School,24-Music,0,vt
Chamberlin School,23B,0,vt
Chamberlin School,23A,3.4,vt
Chamberlin School,Kiln Room,3.1,vt
Chamberlin School,23-Art,3.5,vt
Chamberlin School,Ambient,0,vt
Lake Region Uhs #24,Academic Achevement center,10,vt
Lake Region Uhs #24,Science classroom 102,0,vt
Lake Region Uhs #24,Science classroom 102,0,vt
Lake Region Uhs #24,Science classroom 104,6.1,vt
Lake Region Uhs #24,Math classroom 106,6.8,vt
Lake Region Uhs #24,Resource room 201,5.8,vt
Lake Region Uhs #24,English Classroom 204,7.9,vt
Lake Region Uhs #24,English Classroom 204,5.8,vt
Lake Region Uhs #24,Social Studies Classroom 207,0,vt
Lake Region Uhs #24,Heath Classroom 210,4.6,vt
Lake Region Uhs #24,Math classroom 212,5.9,vt
Lake Region Uhs #24,Spanish Classroom 215,0,vt
Lake Region Uhs #24,Agriculture classroom,8.1,vt
Lake Region Uhs #24,Exterior main Entrance,16,vt
Lake Region Uhs #24,BOILER ROOM,8.7,vt
Lake Region Uhs #24,cafeteria,15,vt
Lake Region Uhs #24,custodial room 1,27,vt
Lake Region Uhs #24,custodial roomt 1,0,vt
Lake Region Uhs #24,Staff rest room 1,8.5,vt
Lake Region Uhs #24,gym,6.3,vt
Lake Region Uhs #24,Upper Level hallway,14,vt
Lake Region Uhs #24,basment hallway,15,vt
Lake Region Uhs #24,kitchen,18,vt
Lake Region Uhs #24,library,16,vt
Lake Region Uhs #24,Main office,3.9,vt
Lake Region Uhs #24,Multi Purpose room,2.5,vt
Lake Region Uhs #24,music classroom,11,vt
Lake Region Uhs #24, entrarance level restroom ,7.5,vt
Lake Region Uhs #24,gym/caf̩ hall restroom,8,vt
Lake Region Uhs #24, Basment restroom ,5.1,vt
Lake Region Uhs #24,south staircase,6,vt
Lake Region Uhs #24,gym area stair way,0,vt
Lake Region Uhs #24,teacher dining and offices,8.5,vt
Lake Region Uhs #24,boys locker room,8.3,vt
Bellows Falls UHS #27,Utility,37.41257899,ui
Bellows Falls UHS #27,Aud,41.76952434,ui
Bellows Falls UHS #27,dWing,122.2988507,ui
Bellows Falls UHS #27,dWing,145.8343621,ui
Bellows Falls UHS #27,dWing,51.8509051,ui
Bellows Falls UHS #27,lockerOffice,29.63553074,ui
Bellows Falls UHS #27,lockerOffice,162.7866007,ui
Bellows Falls UHS #27,girlsLocker,47.93033007,ui
Bellows Falls UHS #27,girlsLocker,46.26053818,ui
Bellows Falls UHS #27,girlsLocker,44.89570555,ui
Bellows Falls UHS #27,girlsLocker,33.33810984,ui
Bellows Falls UHS #27,boysUtility,158.9745899,ui
Bellows Falls UHS #27,boysUtility,278.3874845,ui
Bellows Falls UHS #27,boysUtility,277.045912,ui
Bellows Falls UHS #27,girlsUtility,87.21128238,ui
Bellows Falls UHS #27,gym,122.0779224,ui
Bellows Falls UHS #27,gym,124.9238294,ui
Bellows Falls UHS #27,gym,724.2809751,ui
Bellows Falls UHS #27,gym,334.4210694,ui
Brighton Elementary School,30,99.23622423,ui
Brighton Elementary School,29,123.9475409,ui
Brighton Elementary School,29,74.29577463,ui
Brighton Elementary School,30,50.5475788,ui
Brighton Elementary School,boilers,25.14634615,ui
Brighton Elementary School,27,89.82097482,ui
Brighton Elementary School,3,96.04042479,ui
Brighton Elementary School,5,118.473324,ui
Brighton Elementary School,4,78.75982711,ui
Brighton Elementary School,library,47.63242405,ui
Brighton Elementary School,31,27.22558571,ui
Brighton Elementary School,31,22.69225689,ui
Brighton Elementary School,31,22.70426189,ui
Brighton Elementary School,31,16.39645444,ui
Brighton Elementary School,6,22.39282868,ui
Brighton Elementary School,2,58.94274817,ui
Brighton Elementary School,31,19.54668407,ui
Cabot School,204,5.511316668,ui
Cabot School,B50,7.05018149,ui
Cabot School,205,5.73438636,ui
Charlotte Central School,305,2.706634591,ui
Charlotte Central School,305,1.712238489,ui
Charlotte Central School,305,1.858690914,ui
Charlotte Central School,114,4.873625097,ui
C P Smith School,D10,13.58773596,ui
C P Smith School,C2,2.768028832,ui
Cavendish Town Elem School,g1,3.348728843,ui
Cavendish Town Elem School,g1,3.121811512,ui
Cavendish Town Elem School,g2,4.948120625,ui
Cavendish Town Elem School,g2,4.773667177,ui
Cavendish Town Elem School,k,3.114127454,ui
Cavendish Town Elem School,g3,4.170496504,ui
Cavendish Town Elem School,g6,3.974073829,ui
Cavendish Town Elem School,g5,7.546504405,ui
Cavendish Town Elem School,g5,3.972956234,ui
Cavendish Town Elem School,g5,3.891371739,ui
Cavendish Town Elem School,g3,5.410749577,ui
Cavendish Town Elem School,g3,4.009083531,ui
Cavendish Town Elem School,g6,2.80617107,ui
Cavendish Town Elem School,g6,2.389342612,ui
Cavendish Town Elem School,k,2.859803658,ui
Cavendish Town Elem School,g1,4.477620898,ui
Cavendish Town Elem School,g4,2.978507667,ui
Cavendish Town Elem School,g4,2.564739386,ui
Cavendish Town Elem School,g2,3.715693227,ui
Cavendish Town Elem School,g4,3.480392592,ui
Cavendish Town Elem School,k,2.99282122,ui
Danville School,202,3.368738604,ui
Danville School,404,2.467288754,ui
Danville School,302,1.806412137,ui
Essential Early Education,11,4.877277861,ui
Essential Early Education,11,4.611850561,ui
Essential Early Education,11,5.146767714,ui
Green Mountain UHS #35,105,560.0416283,ui
Green Mountain UHS #35,104,235.475834,ui
Green Mountain UHS #35,104,197.4820116,ui
Green Mountain UHS #35,SW3,199.9812694,ui
Green Mountain UHS #35,210,161.9684775,ui
Green Mountain UHS #35,309,531.3787848,ui
Green Mountain UHS #35,309,424.544158,ui
Green Mountain UHS #35,310,192.8556129,ui
Green Mountain UHS #35,310,176.6707912,ui
J J Flynn School,A13,2.12078008,ui
J J Flynn School,B26,3.045610068,ui
North Country UHS #22A,basement,74.86308902,ui
North Country UHS #22A,basement,24.80750553,ui
North Country UHS #22A,boilers,124.4601779,ui
North Country UHS #22A,basement,53.06410787,ui
North Country UHS #22A,boilers,60.99442371,ui
North Country UHS #22A,boilers,185.7880564,ui
North Country UHS #22A,433,590.0369021,ui
North Country UHS #22A,435,159.2440503,ui
North Country UHS #22A,202,598.3107627,ui
North Country UHS #22A,physOffice,245.4299219,ui
North Country UHS #22A,437,1559.432248,ui
North Country UHS #22A,danceOffice,97.67325965,ui
North Country UHS #22A,429,295.2709182,ui
North Country UHS #22A,429,1024.950297,ui
North Country UHS #22A,421,16.15665875,ui
North Country UHS #22A,436,413.5824824,ui
North Country UHS #22A,411,357.4195708,ui
North Country UHS #22A,434,284.0324636,ui
North Country UHS #22A,library,730.6054988,ui
North Country UHS #22A,library,595.8143527,ui
